,Member_number,Date,itemDescription,Transaction_id
12497,4338,25-10-2014,"['pip fruit', 'candy']",T12143
754,1208,25-10-2014,"['yogurt', 'pork', 'beef']",T12144
7357,2975,25-10-2014,"['canned beer', 'other vegetables', 'fruit/vegetable juice']",T12145
4254,2142,25-10-2014,"['tropical fruit', 'frozen vegetables']",T12146
1930,1525,25-10-2014,"['bottled water', 'ham']",T12147
2972,1803,25-10-2014,"['chocolate', 'citrus fruit']",T12148
12390,4314,25-10-2014,"['bottled water', 'other vegetables']",T12149
5881,2579,25-10-2014,"['bathroom cleaner', 'liquor']",T12150
8298,3226,25-10-2014,"['rolls/buns', 'long life bakery product']",T12151
5952,2597,25-10-2014,"['root vegetables', 'pip fruit']",T12152
8372,3248,25-10-2014,"['other vegetables', 'soups', 'white bread']",T12153
14763,4941,25-10-2014,"['white bread', 'chocolate marshmallow']",T12154
13083,4500,25-10-2014,"['pickled vegetables', 'misc. beverages', 'curd', 'yogurt']",T12155
13864,4698,25-10-2015,"['newspapers', 'newspapers']",T12156
8997,3426,25-10-2015,"['yogurt', 'yogurt']",T12157
4566,2229,25-10-2015,"['soda', 'other vegetables', 'processed cheese', 'meat', 'shopping bags', 'root vegetables', 'flower soil/fertilizer', 'soda']",T12158
8441,3266,25-10-2015,"['frankfurter', 'soda', 'root vegetables', 'chewing gum', 'pastry', 'hamburger meat', 'sausage', 'coffee']",T12159
14152,4776,25-10-2015,"['whole milk', 'other vegetables']",T12160
8806,3365,25-10-2015,"['canned beer', 'domestic eggs']",T12161
6985,2870,25-10-2015,"['beef', 'beef']",T12162
11860,4186,25-10-2015,"['oil', 'whole milk', 'whipped/sour cream']",T12163
159,1044,25-10-2015,"['root vegetables', 'curd']",T12164
5870,2577,25-10-2015,"['sausage', 'dessert']",T12165
5082,2363,25-10-2015,"['whole milk', 'hamburger meat']",T12166
1332,1366,25-10-2015,"['other vegetables', 'pastry', 'frankfurter', 'soda', 'sausage', 'coffee', 'whole milk', 'bottled water']",T12167
5263,2413,25-10-2015,"['tropical fruit', 'other vegetables']",T12168
4601,2235,25-10-2015,"['soda', 'ham']",T12169
10836,3907,25-10-2015,"['frankfurter', 'spread cheese', 'other vegetables', 'other vegetables', 'newspapers']",T12170
8487,3281,25-10-2015,"['beef', 'root vegetables']",T12171
3425,1921,25-10-2015,"['bottled water', 'pip fruit']",T12172
12466,4332,25-10-2015,"['bottled beer', 'domestic eggs']",T12173
13398,4584,25-10-2015,"['chicken', 'yogurt']",T12174
4435,2191,25-10-2015,"['pip fruit', 'butter milk', 'yogurt', 'whole milk']",T12175
1879,1510,25-10-2015,"['soda', 'ham']",T12176
6540,2755,25-11-2014,"['whole milk', 'chocolate', 'soda', 'frozen vegetables']",T12177
11189,4006,25-11-2014,"['napkins', 'pet care']",T12178
12210,4272,25-11-2014,"['other vegetables', 'specialty chocolate', 'napkins']",T12179
13726,4668,25-11-2014,"['newspapers', 'long life bakery product']",T12180
4796,2288,25-11-2014,"['frozen dessert', 'herbs', 'brown bread']",T12181
14221,4793,25-11-2014,"['ice cream', 'bottled water']",T12182
699,1190,25-11-2014,"['meat spreads', 'other vegetables']",T12183
4751,2273,25-11-2014,"['whole milk', 'soda']",T12184
4773,2279,25-11-2014,"['bottled water', 'coffee']",T12185
10253,3752,25-11-2014,"['shopping bags', 'dish cleaner']",T12186
9529,3560,25-11-2014,"['whole milk', 'berries']",T12187
14616,4897,25-11-2014,"['coffee', 'canned fish']",T12188
13004,4479,25-11-2014,"['rolls/buns', 'rolls/buns']",T12189
11619,4124,25-11-2014,"['cereals', 'semi-finished bread']",T12190
890,1244,25-11-2014,"['salty snack', 'rolls/buns', 'bottled water', 'shopping bags']",T12191
10443,3800,25-11-2014,"['newspapers', 'domestic eggs']",T12192
13045,4492,25-11-2014,"['butter milk', 'rolls/buns']",T12193
8151,3186,25-11-2015,"['other vegetables', 'liver loaf']",T12194
2335,1635,25-11-2015,"['citrus fruit', 'butter']",T12195
12231,4277,25-11-2015,"['grapes', 'yogurt']",T12196
14651,4910,25-11-2015,"['pastry', 'condensed milk']",T12197
1642,1452,25-11-2015,"['tropical fruit', 'rice', 'other vegetables']",T12198
4898,2314,25-11-2015,"['pork', 'yogurt']",T12199
14637,4905,25-11-2015,"['other vegetables', 'berries']",T12200
7274,2952,25-11-2015,"['frankfurter', 'whole milk', 'shopping bags', 'rolls/buns']",T12201
13490,4608,25-11-2015,"['chocolate', 'fruit/vegetable juice', 'frozen vegetables']",T12202
4,1000,25-11-2015,"['sausage', 'hygiene articles']",T12203
161,1045,25-11-2015,"['chicken', 'onions']",T12204
6163,2654,25-11-2015,"['pasta', 'berries', 'sausage']",T12205
5530,2486,25-11-2015,"['sausage', 'yogurt']",T12206
12075,4236,25-11-2015,"['pip fruit', 'frankfurter', 'canned beer', 'newspapers', 'frozen vegetables', 'misc. beverages', 'beef', 'brown bread']",T12207
9540,3563,25-11-2015,"['spread cheese', 'whole milk']",T12208
7371,2978,25-11-2015,"['other vegetables', 'pip fruit', 'chewing gum']",T12209
4355,2168,25-11-2015,"['bottled beer', 'waffles', 'rolls/buns']",T12210
7560,3031,25-11-2015,"['brown bread', 'beef']",T12211
9819,3637,25-11-2015,"['root vegetables', 'yogurt', 'frankfurter', 'whole milk']",T12212
13510,4614,25-12-2014,"['sugar', 'salty snack']",T12213
11899,4194,25-12-2014,"['frozen vegetables', 'fruit/vegetable juice']",T12214
3685,1991,25-12-2014,"['fruit/vegetable juice', 'fruit/vegetable juice', 'flour', 'butter']",T12215
2432,1659,25-12-2014,"['frozen dessert', 'brown bread']",T12216
11981,4216,25-12-2014,"['citrus fruit', 'butter milk']",T12217
11617,4124,25-12-2014,"['chicken', 'rolls/buns']",T12218
1485,1410,25-12-2014,"['waffles', 'other vegetables', 'chocolate', 'rolls/buns']",T12219
7918,3122,25-12-2014,"['rolls/buns', 'soda']",T12220
12745,4407,25-12-2014,"['bottled water', 'soda']",T12221
10292,3761,25-12-2014,"['long life bakery product', 'whole milk']",T12222
11831,4178,25-12-2014,"['root vegetables', 'brown bread']",T12223
8357,3246,25-12-2014,"['pastry', 'root vegetables', 'whole milk', 'soda']",T12224
5866,2576,25-12-2014,"['meat', 'fruit/vegetable juice']",T12225
4533,2218,25-12-2014,"['brown bread', 'whole milk']",T12226
362,1101,25-12-2014,"['brown bread', 'sparkling wine']",T12227
12130,4254,25-12-2014,"['shopping bags', 'domestic eggs']",T12228
12128,4252,25-12-2014,"['newspapers', 'ham']",T12229
9373,3521,25-12-2014,"['soda', 'yogurt']",T12230
8700,3338,25-12-2014,"['pip fruit', 'seasonal products']",T12231
10495,3813,25-12-2014,"['beef', 'specialty bar', 'rolls/buns']",T12232
9213,3484,25-12-2014,"['pickled vegetables', 'beef', 'shopping bags']",T12233
2233,1612,25-12-2014,"['soups', 'ice cream', 'citrus fruit', 'yogurt']",T12234
11425,4077,25-12-2014,"['bottled water', 'sauces']",T12235
1857,1506,25-12-2014,"['pet care', 'cat food', 'oil']",T12236
237,1065,25-12-2014,"['red/blush wine', 'frozen fish']",T12237
7651,3053,25-12-2015,"['chocolate', 'curd', 'ice cream', 'hamburger meat']",T12238
7952,3133,25-12-2015,"['hamburger meat', 'white wine']",T12239
2661,1730,25-12-2015,"['sausage', 'semi-finished bread']",T12240
12350,4303,25-12-2015,"['other vegetables', 'pork']",T12241
1140,1313,25-12-2015,"['whipped/sour cream', 'other vegetables']",T12242
432,1118,25-12-2015,"['pastry', 'hair spray', 'butter', 'whole milk']",T12243
1224,1337,25-12-2015,"['other vegetables', 'bottled water']",T12244
8238,3209,25-12-2015,"['pastry', 'UHT-milk']",T12245
5758,2548,25-12-2015,"['curd', 'citrus fruit']",T12246
11117,3981,25-12-2015,"['spread cheese', 'finished products']",T12247
12504,4340,25-12-2015,"['pot plants', 'butter milk', 'candles']",T12248
9602,3581,25-12-2015,"['sliced cheese', 'citrus fruit']",T12249
8639,3321,25-12-2015,"['sausage', 'tropical fruit', 'fruit/vegetable juice', 'bottled beer']",T12250
3280,1885,25-12-2015,"['turkey', 'specialty bar']",T12251
13668,4656,25-12-2015,"['photo/film', 'root vegetables', 'newspapers']",T12252
6820,2825,25-12-2015,"['soda', 'whisky']",T12253
2466,1672,26-01-2014,"['white bread', 'sausage']",T12254
5490,2475,26-01-2014,"['cleaner', 'citrus fruit']",T12255
12908,4453,26-01-2014,"['hamburger meat', 'rolls/buns']",T12256
591,1161,26-01-2014,"['newspapers', 'beef', 'bottled beer']",T12257
13680,4658,26-01-2014,"['canned beer', 'canned beer']",T12258
5047,2355,26-01-2014,"['whipped/sour cream', 'canned beer']",T12259
3410,1917,26-01-2014,"['sausage', 'curd cheese']",T12260
229,1062,26-01-2014,"['whole milk', 'sauces']",T12261
13950,4721,26-01-2014,"['tropical fruit', 'fruit/vegetable juice']",T12262
2360,1645,26-01-2014,"['pastry', 'hygiene articles']",T12263
4393,2178,26-01-2014,"['beef', 'salt']",T12264
2168,1595,26-01-2014,"['yogurt', 'other vegetables']",T12265
118,1032,26-01-2014,"['newspapers', 'whipped/sour cream']",T12266
1464,1404,26-01-2014,"['cleaner', 'whole milk']",T12267
9827,3640,26-01-2015,"['whole milk', 'pip fruit', 'white wine']",T12268
8955,3412,26-01-2015,"['canned beer', 'other vegetables', 'waffles', 'oil']",T12269
1629,1449,26-01-2015,"['margarine', 'finished products', 'domestic eggs']",T12270
5871,2577,26-01-2015,"['other vegetables', 'ice cream']",T12271
11810,4171,26-01-2015,"['sausage', 'newspapers']",T12272
8306,3228,26-01-2015,"['other vegetables', 'tropical fruit', 'other vegetables', 'butter milk', 'chicken', 'sausage', 'organic sausage', 'whipped/sour cream']",T12273
640,1174,26-01-2015,"['whipped/sour cream', 'pip fruit']",T12274
10170,3732,26-01-2015,"['pip fruit', 'other vegetables', 'white wine', 'berries']",T12275
8328,3236,26-01-2015,"['herbs', 'waffles', 'dessert']",T12276
7716,3072,26-01-2015,"['citrus fruit', 'pickled vegetables', 'whole milk', 'citrus fruit', 'bottled water', 'salad dressing']",T12277
5983,2604,26-01-2015,"['white bread', 'citrus fruit']",T12278
5988,2606,26-01-2015,"['tropical fruit', 'liquor', 'rolls/buns', 'chicken']",T12279
2975,1804,26-01-2015,"['cream cheese ', 'whole milk']",T12280
11744,4155,26-01-2015,"['citrus fruit', 'soda', 'oil', 'herbs']",T12281
12507,4340,26-01-2015,"['whole milk', 'soda']",T12282
14578,4886,26-01-2015,"['liver loaf', 'soda']",T12283
8870,3389,26-01-2015,"['whole milk', 'newspapers', 'root vegetables', 'beef']",T12284
9015,3430,26-01-2015,"['root vegetables', 'rolls/buns', 'packaged fruit/vegetables', 'sauces', 'flour', 'brown bread', 'rolls/buns', 'female sanitary products']",T12285
4177,2120,26-01-2015,"['whole milk', 'beef']",T12286
11052,3963,26-01-2015,"['meat spreads', 'sausage']",T12287
2129,1584,26-01-2015,"['rolls/buns', 'soda', 'dessert', 'curd']",T12288
4921,2321,26-01-2015,"['whipped/sour cream', 'other vegetables']",T12289
2789,1761,26-02-2014,"['dish cleaner', 'whole milk', 'frozen fish', 'newspapers']",T12290
1890,1514,26-02-2014,"['shopping bags', 'bottled water']",T12291
14649,4910,26-02-2014,"['frozen meals', 'napkins']",T12292
14009,4738,26-02-2014,"['grapes', 'sausage']",T12293
2567,1702,26-02-2014,"['other vegetables', 'waffles']",T12294
14900,4981,26-02-2014,"['Instant food products', 'specialty chocolate']",T12295
2507,1684,26-02-2014,"['canned beer', 'white bread']",T12296
1537,1422,26-02-2014,"['beef', 'rolls/buns']",T12297
1539,1423,26-02-2014,"['shopping bags', 'citrus fruit', 'shopping bags']",T12298
315,1087,26-02-2014,"['beverages', 'sausage']",T12299
12324,4299,26-02-2014,"['citrus fruit', 'cake bar']",T12300
2763,1753,26-02-2014,"['berries', 'canned fish']",T12301
7743,3081,26-02-2014,"['sliced cheese', 'dessert', 'shopping bags']",T12302
7292,2957,26-02-2014,"['fruit/vegetable juice', 'seasonal products']",T12303
10357,3777,26-02-2014,"['waffles', 'whole milk']",T12304
4868,2306,26-02-2014,"['tropical fruit', 'shopping bags']",T12305
8300,3226,26-02-2014,"['yogurt', 'ham']",T12306
3387,1910,26-02-2014,"['chocolate', 'margarine']",T12307
8255,3215,26-02-2014,"['rolls/buns', 'bottled water']",T12308
6456,2732,26-02-2014,"['salty snack', 'dessert']",T12309
11112,3979,26-02-2014,"['canned fish', 'ice cream']",T12310
5638,2517,26-02-2014,"['whipped/sour cream', 'soft cheese']",T12311
8540,3294,26-02-2014,"['pastry', 'pickled vegetables', 'whipped/sour cream']",T12312
9407,3529,26-02-2014,"['bottled water', 'pastry']",T12313
5412,2451,26-02-2014,"['hard cheese', 'pip fruit', 'bottled water']",T12314
3823,2027,26-02-2014,"['frozen meals', 'domestic eggs', 'domestic eggs']",T12315
7837,3103,26-02-2014,"['misc. beverages', 'other vegetables']",T12316
3068,1829,26-02-2014,"['rolls/buns', 'brown bread']",T12317
6492,2743,26-02-2014,"['frozen potato products', 'tropical fruit']",T12318
8923,3403,26-02-2014,"['canned beer', 'brown bread']",T12319
10521,3821,26-02-2014,"['turkey', 'yogurt', 'condensed milk']",T12320
11473,4090,26-02-2015,"['curd', 'cream cheese ']",T12321
2780,1758,26-02-2015,"['chocolate', 'shopping bags', 'other vegetables', 'yogurt', 'bottled water', 'pip fruit', 'chocolate', 'pasta']",T12322
1272,1351,26-02-2015,"['meat', 'other vegetables']",T12323
5816,2561,26-02-2015,"['whipped/sour cream', 'root vegetables']",T12324
3841,2031,26-02-2015,"['grapes', 'sausage', 'frankfurter', 'napkins', 'sausage', 'misc. beverages', 'artif. sweetener', 'dog food']",T12325
482,1133,26-02-2015,"['rolls/buns', 'sausage', 'rice']",T12326
4717,2267,26-02-2015,"['oil', 'frankfurter', 'other vegetables']",T12327
812,1225,26-02-2015,"['flour', 'shopping bags', 'detergent', 'whole milk', 'whole milk', 'whole milk']",T12328
7972,3139,26-02-2015,"['frozen vegetables', 'pip fruit', 'abrasive cleaner']",T12329
14334,4822,26-02-2015,"['other vegetables', 'brown bread']",T12330
2597,1711,26-02-2015,"['whole milk', 'chicken']",T12331
2231,1611,26-02-2015,"['coffee', 'yogurt', 'flower (seeds)', 'domestic eggs', 'liver loaf', 'frozen meals']",T12332
13582,4634,26-02-2015,"['hard cheese', 'pip fruit']",T12333
1912,1520,26-02-2015,"['yogurt', 'baking powder']",T12334
5999,2610,26-02-2015,"['shopping bags', 'rolls/buns']",T12335
14669,4916,26-02-2015,"['other vegetables', 'pork']",T12336
8098,3175,26-02-2015,"['cream cheese ', 'sausage']",T12337
10119,3718,26-02-2015,"['brown bread', 'specialty chocolate', 'herbs', 'frankfurter', 'rolls/buns']",T12338
5026,2349,26-02-2015,"['whole milk', 'sausage']",T12339
13709,4665,26-02-2015,"['whole milk', 'sausage']",T12340
9810,3635,26-02-2015,"['whole milk', 'bottled beer', 'frozen dessert', 'grapes']",T12341
2759,1753,26-02-2015,"['sausage', 'other vegetables', 'other vegetables', 'butter milk']",T12342
12528,4348,26-02-2015,"['beverages', 'beverages']",T12343
10186,3736,26-02-2015,"['root vegetables', 'bottled water']",T12344
1593,1438,26-02-2015,"['frankfurter', 'oil', 'onions', 'cream cheese ']",T12345
9266,3496,26-03-2014,"['tropical fruit', 'rolls/buns', 'Instant food products']",T12346
54,1013,26-03-2014,"['frozen vegetables', 'tropical fruit']",T12347
8081,3168,26-03-2014,"['tropical fruit', 'brown bread', 'sugar']",T12348
2104,1578,26-03-2014,"['beverages', 'whole milk']",T12349
10688,3864,26-03-2014,"['newspapers', 'bottled water']",T12350
9432,3537,26-03-2014,"['coffee', 'bottled water']",T12351
9254,3493,26-03-2014,"['soda', 'frozen dessert']",T12352
13587,4636,26-03-2014,"['whole milk', 'other vegetables', 'pastry', 'citrus fruit']",T12353
4812,2291,26-03-2014,"['meat', 'domestic eggs', 'packaged fruit/vegetables']",T12354
7983,3140,26-03-2014,"['kitchen towels', 'salty snack']",T12355
5209,2399,26-03-2014,"['bottled water', 'napkins']",T12356
14443,4850,26-03-2014,"['pastry', 'red/blush wine']",T12357
12460,4330,26-03-2014,"['whole milk', 'beef']",T12358
1625,1446,26-03-2014,"['shopping bags', 'pasta']",T12359
12275,4290,26-03-2014,"['soda', 'processed cheese', 'instant coffee']",T12360
11849,4183,26-03-2014,"['other vegetables', 'other vegetables']",T12361
6621,2774,26-03-2014,"['other vegetables', 'shopping bags']",T12362
4979,2339,26-03-2014,"['whole milk', 'fruit/vegetable juice']",T12363
13085,4501,26-03-2015,"['berries', 'butter milk']",T12364
14155,4778,26-03-2015,"['bottled water', 'frankfurter', 'soda', 'yogurt', 'soda', 'frozen vegetables', 'salty snack']",T12365
14707,4929,26-03-2015,"['margarine', 'seasonal products', 'butter', 'misc. beverages', 'turkey', 'bottled beer', 'bottled water']",T12366
8694,3336,26-03-2015,"['tropical fruit', 'pork']",T12367
817,1225,26-03-2015,"['sliced cheese', 'bottled beer', 'dessert', 'other vegetables']",T12368
14568,4881,26-03-2015,"['rolls/buns', 'coffee']",T12369
12689,4391,26-03-2015,"['tropical fruit', 'hamburger meat', 'soda', 'hygiene articles']",T12370
12431,4323,26-03-2015,"['frankfurter', 'grapes', 'frankfurter', 'brown bread']",T12371
483,1133,26-03-2015,"['napkins', 'whole milk', 'pork']",T12372
13123,4510,26-03-2015,"['red/blush wine', 'ice cream', 'bottled beer', 'pastry']",T12373
8671,3327,26-03-2015,"['bottled water', 'grapes']",T12374
12039,4228,26-03-2015,"['bottled water', 'pip fruit', 'whole milk', 'mustard', 'sweet spreads']",T12375
996,1276,26-03-2015,"['hard cheese', 'yogurt']",T12376
14153,4776,26-03-2015,"['candy', 'bottled beer', 'pip fruit', 'canned beer']",T12377
1817,1494,26-03-2015,"['shopping bags', 'sausage']",T12378
1145,1316,26-03-2015,"['frozen vegetables', 'curd']",T12379
5972,2601,26-03-2015,"['processed cheese', 'soups', 'root vegetables', 'rolls/buns', 'pastry', 'whole milk', 'ham']",T12380
1171,1324,26-03-2015,"['yogurt', 'processed cheese']",T12381
13275,4550,26-03-2015,"['chicken', 'other vegetables', 'canned beer']",T12382
7617,3045,26-03-2015,"['coffee', 'tropical fruit', 'whole milk']",T12383
10618,3847,26-03-2015,"['candy', 'beef']",T12384
4891,2312,26-03-2015,"['red/blush wine', 'frankfurter', 'other vegetables']",T12385
5894,2583,26-03-2015,"['berries', 'pip fruit']",T12386
5514,2480,26-03-2015,"['fruit/vegetable juice', 'tropical fruit', 'yogurt']",T12387
1391,1382,26-03-2015,"['pip fruit', 'curd']",T12388
7713,3071,26-03-2015,"['brown bread', 'coffee', 'beef', 'pastry', 'dishes']",T12389
13381,4578,26-04-2014,"['root vegetables', 'shopping bags']",T12390
467,1128,26-04-2014,"['domestic eggs', 'liquor']",T12391
7064,2897,26-04-2014,"['chocolate', 'whole milk']",T12392
5793,2555,26-04-2014,"['brown bread', 'brown bread']",T12393
11408,4073,26-04-2014,"['detergent', 'misc. beverages']",T12394
1821,1496,26-04-2014,"['root vegetables', 'hygiene articles']",T12395
6635,2778,26-04-2014,"['yogurt', 'pip fruit']",T12396
9955,3674,26-04-2014,"['frozen vegetables', 'shopping bags']",T12397
12518,4343,26-04-2014,"['pastry', 'soap', 'rolls/buns', 'specialty cheese']",T12398
13,1002,26-04-2014,"['butter', 'whole milk']",T12399
14493,4862,26-04-2014,"['whole milk', 'flower (seeds)']",T12400
3169,1856,26-04-2014,"['chocolate', 'whole milk']",T12401
11145,3989,26-04-2014,"['baking powder', 'ready soups']",T12402
1041,1286,26-04-2014,"['domestic eggs', 'pickled vegetables', 'pork']",T12403
13035,4488,26-04-2014,"['soda', 'beverages']",T12404
6003,2611,26-04-2014,"['chewing gum', 'domestic eggs', 'packaged fruit/vegetables']",T12405
12933,4459,26-04-2015,"['frozen meals', 'tropical fruit', 'soda']",T12406
8515,3288,26-04-2015,"['brown bread', 'whole milk']",T12407
7029,2882,26-04-2015,"['sausage', 'chewing gum']",T12408
411,1114,26-04-2015,"['shopping bags', 'chicken']",T12409
14154,4778,26-04-2015,"['oil', 'sausage']",T12410
7053,2890,26-04-2015,"['fish', 'newspapers']",T12411
9380,3523,26-04-2015,"['newspapers', 'salty snack', 'pastry']",T12412
7154,2920,26-04-2015,"['whole milk', 'hard cheese']",T12413
12069,4235,26-04-2015,"['other vegetables', 'citrus fruit']",T12414
14906,4984,26-04-2015,"['soda', 'yogurt', 'bottled beer']",T12415
9011,3429,26-04-2015,"['seasonal products', 'frankfurter', 'rolls/buns']",T12416
12,1002,26-04-2015,"['sugar', 'tropical fruit']",T12417
12449,4327,26-04-2015,"['jam', 'citrus fruit']",T12418
13176,4524,26-04-2015,"['pastry', 'citrus fruit']",T12419
13576,4633,26-04-2015,"['rolls/buns', 'soda', 'bottled water', 'citrus fruit', 'tropical fruit', 'pickled vegetables']",T12420
6070,2629,26-04-2015,"['long life bakery product', 'hard cheese', 'curd cheese', 'whole milk']",T12421
8828,3375,26-04-2015,"['frankfurter', 'dog food']",T12422
12360,4306,26-04-2015,"['detergent', 'brown bread', 'domestic eggs']",T12423
7319,2962,26-04-2015,"['citrus fruit', 'long life bakery product']",T12424
12395,4315,26-04-2015,"['bottled water', 'butter', 'soda', 'citrus fruit', 'bottled beer']",T12425
682,1186,26-04-2015,"['whole milk', 'canned fruit', 'other vegetables']",T12426
9082,3451,26-04-2015,"['whole milk', 'tropical fruit']",T12427
13055,4494,26-05-2014,"['sugar', 'chicken']",T12428
10307,3764,26-05-2014,"['bottled water', 'sugar']",T12429
11740,4154,26-05-2014,"['mustard', 'white bread']",T12430
7163,2924,26-05-2014,"['shopping bags', 'newspapers', 'root vegetables', 'sliced cheese']",T12431
11830,4178,26-05-2014,"['popcorn', 'butter']",T12432
9851,3646,26-05-2014,"['newspapers', 'whipped/sour cream']",T12433
6207,2666,26-05-2014,"['whole milk', 'chocolate']",T12434
1656,1456,26-05-2014,"['whipped/sour cream', 'softener']",T12435
7878,3115,26-05-2014,"['frozen vegetables', 'sugar']",T12436
6073,2629,26-05-2014,"['candy', 'whole milk']",T12437
8703,3338,26-05-2014,"['hamburger meat', 'pasta']",T12438
7744,3081,26-05-2014,"['specialty vegetables', 'yogurt', 'canned fish', 'specialty cheese']",T12439
10418,3793,26-05-2014,"['soda', 'whole milk']",T12440
4724,2269,26-05-2014,"['bottled water', 'sliced cheese']",T12441
1825,1497,26-05-2014,"['packaged fruit/vegetables', 'tea']",T12442
857,1235,26-05-2014,"['butter', 'roll products ']",T12443
6656,2784,26-05-2014,"['domestic eggs', 'house keeping products', 'whole milk', 'whipped/sour cream']",T12444
9532,3561,26-05-2014,"['frankfurter', 'brown bread']",T12445
5889,2581,26-05-2014,"['dessert', 'bottled water']",T12446
13317,4562,26-05-2014,"['soda', 'female sanitary products']",T12447
5749,2545,26-05-2014,"['citrus fruit', 'whole milk']",T12448
5662,2522,26-05-2014,"['soda', 'pasta']",T12449
6559,2758,26-05-2014,"['flour', 'UHT-milk']",T12450
3969,2063,26-05-2014,"['onions', 'other vegetables']",T12451
10146,3726,26-05-2015,"['other vegetables', 'sausage', 'hard cheese']",T12452
3273,1883,26-05-2015,"['butter milk', 'frankfurter']",T12453
2228,1610,26-05-2015,"['oil', 'root vegetables', 'yogurt']",T12454
13704,4664,26-05-2015,"['root vegetables', 'rolls/buns', 'frozen vegetables', 'waffles']",T12455
7017,2879,26-05-2015,"['newspapers', 'frankfurter']",T12456
9418,3532,26-05-2015,"['butter', 'other vegetables']",T12457
8556,3298,26-05-2015,"['citrus fruit', 'whole milk']",T12458
2503,1683,26-05-2015,"['bottled water', 'root vegetables', 'turkey']",T12459
10955,3938,26-05-2015,"['ham', 'berries']",T12460
9822,3638,26-05-2015,"['grapes', 'pork']",T12461
2376,1649,26-05-2015,"['yogurt', 'pip fruit', 'salty snack']",T12462
4870,2307,26-05-2015,"['frankfurter', 'hygiene articles', 'bottled beer']",T12463
11291,4036,26-05-2015,"['whole milk', 'pip fruit']",T12464
1176,1325,26-05-2015,"['long life bakery product', 'mustard', 'root vegetables', 'bottled water']",T12465
11135,3986,26-05-2015,"['citrus fruit', 'meat']",T12466
12271,4288,26-05-2015,"['white wine', 'berries']",T12467
2888,1784,26-05-2015,"['other vegetables', 'pip fruit']",T12468
14869,4969,26-05-2015,"['bottled water', 'sausage']",T12469
2818,1768,26-05-2015,"['pickled vegetables', 'beverages']",T12470
7971,3139,26-06-2014,"['other vegetables', 'misc. beverages']",T12471
9248,3491,26-06-2014,"['specialty bar', 'root vegetables']",T12472
10563,3832,26-06-2014,"['rolls/buns', 'rolls/buns']",T12473
8387,3251,26-06-2014,"['soda', 'whole milk']",T12474
7800,3094,26-06-2014,"['cream cheese ', 'bottled water']",T12475
2424,1658,26-06-2014,"['pork', 'coffee', 'margarine']",T12476
10644,3854,26-06-2014,"['soda', 'whole milk', 'soda', 'sweet spreads']",T12477
1211,1333,26-06-2014,"['butter', 'curd']",T12478
11401,4071,26-06-2014,"['chocolate', 'shopping bags']",T12479
8395,3253,26-06-2014,"['whipped/sour cream', 'whole milk']",T12480
5366,2440,26-06-2014,"['jam', 'house keeping products']",T12481
5061,2358,26-06-2014,"['frozen vegetables', 'root vegetables', 'shopping bags']",T12482
6418,2720,26-06-2014,"['turkey', 'rolls/buns']",T12483
6859,2837,26-06-2014,"['bottled water', 'frozen dessert']",T12484
1489,1410,26-06-2014,"['soda', 'specialty chocolate', 'pet care']",T12485
9541,3563,26-06-2014,"['root vegetables', 'whipped/sour cream']",T12486
1962,1535,26-06-2014,"['pork', 'other vegetables']",T12487
1557,1427,26-06-2014,"['onions', 'butter']",T12488
8765,3356,26-06-2014,"['butter', 'other vegetables']",T12489
3658,1983,26-06-2014,"['rolls/buns', 'pip fruit']",T12490
6045,2621,26-06-2014,"['root vegetables', 'female sanitary products']",T12491
12041,4228,26-06-2014,"['brown bread', 'other vegetables']",T12492
4313,2157,26-06-2014,"['canned beer', 'beef']",T12493
10641,3852,26-06-2014,"['dishes', 'margarine']",T12494
3676,1990,26-06-2014,"['yogurt', 'flower (seeds)']",T12495
1032,1284,26-06-2014,"['rolls/buns', 'margarine']",T12496
11712,4148,26-06-2014,"['whipped/sour cream', 'domestic eggs']",T12497
12239,4280,26-06-2014,"['bottled beer', 'soda', 'bottled water', 'cat food']",T12498
3301,1889,26-06-2014,"['herbs', 'canned beer']",T12499
12988,4473,26-06-2015,"['artif. sweetener', 'hamburger meat', 'packaged fruit/vegetables', 'tropical fruit', 'cat food', 'whole milk']",T12500
2556,1698,26-06-2015,"['shopping bags', 'citrus fruit', 'other vegetables', 'pork']",T12501
510,1140,26-06-2015,"['pip fruit', 'cling film/bags', 'other vegetables']",T12502
9115,3461,26-06-2015,"['soda', 'yogurt']",T12503
1438,1395,26-06-2015,"['canned beer', 'other vegetables', 'root vegetables', 'tropical fruit']",T12504
6126,2645,26-06-2015,"['syrup', 'processed cheese', 'newspapers', 'rolls/buns']",T12505
1686,1465,26-06-2015,"['meat', 'shopping bags', 'other vegetables', 'sausage']",T12506
1473,1407,26-06-2015,"['citrus fruit', 'pastry', 'beef']",T12507
5304,2427,26-06-2015,"['dessert', 'UHT-milk', 'pork', 'citrus fruit']",T12508
11152,3995,26-06-2015,"['soda', 'other vegetables', 'brown bread', 'pip fruit']",T12509
5262,2413,26-06-2015,"['domestic eggs', 'bottled water', 'rolls/buns']",T12510
10082,3707,26-06-2015,"['domestic eggs', 'sausage']",T12511
5276,2419,26-07-2014,"['processed cheese', 'liver loaf']",T12512
1149,1317,26-07-2014,"['citrus fruit', 'other vegetables']",T12513
2706,1740,26-07-2014,"['tropical fruit', 'white bread']",T12514
